multiplier,threshold,precision,recall,f1_score,accuracy,fpr,specificity,tp,tn,fp,fn,pr_balance
0.1,0.3002545193970574,0.2222222222222222,0.10666666666666667,0.14414414414414414,0.6058091286307054,0.1686746987951807,0.8313253012048193,8,138,28,67,0.11555555555555554
0.15000000000000002,0.4503817790955861,0.24242424242424243,0.10666666666666667,0.14814814814814814,0.6182572614107884,0.15060240963855423,0.8493975903614458,8,141,25,67,0.13575757575757574
0.20000000000000004,0.6005090387941148,0.25,0.10666666666666667,0.14953271028037382,0.6224066390041494,0.14457831325301204,0.8554216867469879,8,142,24,67,0.1433333333333333
0.25000000000000006,0.7506362984926436,0.25806451612903225,0.10666666666666667,0.1509433962264151,0.6265560165975104,0.13855421686746988,0.8614457831325302,8,143,23,67,0.15139784946236556
0.30000000000000004,0.9007635581911722,0.25806451612903225,0.10666666666666667,0.1509433962264151,0.6265560165975104,0.13855421686746988,0.8614457831325302,8,143,23,67,0.15139784946236556
0.3500000000000001,1.050890817889701,0.25806451612903225,0.10666666666666667,0.1509433962264151,0.6265560165975104,0.13855421686746988,0.8614457831325302,8,143,23,67,0.15139784946236556
0.40000000000000013,1.2010180775882298,0.25806451612903225,0.10666666666666667,0.1509433962264151,0.6265560165975104,0.13855421686746988,0.8614457831325302,8,143,23,67,0.15139784946236556
0.45000000000000007,1.3511453372867583,0.2413793103448276,0.09333333333333334,0.1346153846153846,0.6265560165975104,0.13253012048192772,0.8674698795180723,7,144,22,68,0.14804597701149425
0.5000000000000001,1.5012725969852871,0.2413793103448276,0.09333333333333334,0.1346153846153846,0.6265560165975104,0.13253012048192772,0.8674698795180723,7,144,22,68,0.14804597701149425
0.5500000000000002,1.651399856683816,0.28,0.09333333333333334,0.14,0.6431535269709544,0.10843373493975904,0.891566265060241,7,148,18,68,0.1866666666666667
0.6000000000000002,1.8015271163823448,0.30434782608695654,0.09333333333333334,0.14285714285714285,0.6514522821576764,0.0963855421686747,0.9036144578313253,7,150,16,68,0.21101449275362322
0.6500000000000001,1.951654376080873,0.3333333333333333,0.09333333333333334,0.14583333333333334,0.6597510373443983,0.08433734939759036,0.9156626506024096,7,152,14,68,0.24
0.7000000000000002,2.101781635779402,0.3333333333333333,0.09333333333333334,0.14583333333333334,0.6597510373443983,0.08433734939759036,0.9156626506024096,7,152,14,68,0.24
0.7500000000000002,2.2519088954779307,0.2777777777777778,0.06666666666666667,0.10752688172043011,0.6556016597510373,0.0783132530120482,0.9216867469879518,5,153,13,70,0.21111111111111114
0.8000000000000002,2.402036155176459,0.2,0.04,0.06666666666666667,0.6514522821576764,0.07228915662650602,0.927710843373494,3,154,12,72,0.16
0.8500000000000002,2.552163414874988,0.21428571428571427,0.04,0.06741573033707865,0.6556016597510373,0.06626506024096386,0.9337349397590361,3,155,11,72,0.17428571428571427
0.9000000000000002,2.7022906745735167,0.21428571428571427,0.04,0.06741573033707865,0.6556016597510373,0.06626506024096386,0.9337349397590361,3,155,11,72,0.17428571428571427
0.9500000000000003,2.8524179342720455,0.23076923076923078,0.04,0.06818181818181818,0.6597510373443983,0.060240963855421686,0.9397590361445783,3,156,10,72,0.19076923076923077
1.0000000000000004,3.0025451939705747,0.16666666666666666,0.02666666666666667,0.04597701149425287,0.6556016597510373,0.060240963855421686,0.9397590361445783,2,156,10,73,0.13999999999999999
1.0500000000000003,3.152672453669103,0.16666666666666666,0.02666666666666667,0.04597701149425287,0.6556016597510373,0.060240963855421686,0.9397590361445783,2,156,10,73,0.13999999999999999
1.1000000000000005,3.3027997133676323,0.16666666666666666,0.02666666666666667,0.04597701149425287,0.6556016597510373,0.060240963855421686,0.9397590361445783,2,156,10,73,0.13999999999999999
1.1500000000000004,3.4529269730661607,0.09090909090909091,0.013333333333333334,0.023255813953488372,0.6514522821576764,0.060240963855421686,0.9397590361445783,1,156,10,74,0.07757575757575758
1.2000000000000004,3.6030542327646895,0.1,0.013333333333333334,0.023529411764705882,0.6556016597510373,0.05421686746987952,0.9457831325301205,1,157,9,74,0.08666666666666667
1.2500000000000004,3.7531814924632183,0.1,0.013333333333333334,0.023529411764705882,0.6556016597510373,0.05421686746987952,0.9457831325301205,1,157,9,74,0.08666666666666667
1.3000000000000005,3.903308752161747,0.0,0.0,0.0,0.6514522821576764,0.05421686746987952,0.9457831325301205,0,157,9,75,inf
1.3500000000000005,4.053436011860276,0.0,0.0,0.0,0.6556016597510373,0.04819277108433735,0.9518072289156626,0,158,8,75,inf
1.4000000000000006,4.203563271558805,0.0,0.0,0.0,0.6556016597510373,0.04819277108433735,0.9518072289156626,0,158,8,75,inf
1.4500000000000006,4.3536905312573335,0.0,0.0,0.0,0.6556016597510373,0.04819277108433735,0.9518072289156626,0,158,8,75,inf
1.5000000000000004,4.503817790955861,0.0,0.0,0.0,0.6556016597510373,0.04819277108433735,0.9518072289156626,0,158,8,75,inf
1.5500000000000005,4.65394505065439,0.0,0.0,0.0,0.6556016597510373,0.04819277108433735,0.9518072289156626,0,158,8,75,inf
1.6000000000000005,4.804072310352919,0.0,0.0,0.0,0.6556016597510373,0.04819277108433735,0.9518072289156626,0,158,8,75,inf
1.6500000000000006,4.954199570051448,0.0,0.0,0.0,0.6556016597510373,0.04819277108433735,0.9518072289156626,0,158,8,75,inf
1.7000000000000006,5.104326829749977,0.0,0.0,0.0,0.6556016597510373,0.04819277108433735,0.9518072289156626,0,158,8,75,inf
1.7500000000000007,5.2544540894485054,0.0,0.0,0.0,0.6639004149377593,0.03614457831325301,0.963855421686747,0,160,6,75,inf
