multiplier,threshold,precision,recall,f1_score,accuracy,fpr,specificity,tp,tn,fp,fn,pr_balance
0.3,0.30908038601446536,0.112,0.3783783783783784,0.1728395061728395,0.7747899159663866,0.1989247311827957,0.8010752688172043,56,1788,444,92,0.2663783783783784
0.35,0.36059378368354295,0.11600928074245939,0.33783783783783783,0.17271157167530224,0.7987394957983194,0.17069892473118278,0.8293010752688172,50,1851,381,98,0.22182855709537844
0.39999999999999997,0.4121071813526205,0.12598425196850394,0.32432432432432434,0.18147448015122875,0.8180672268907563,0.14919354838709678,0.8508064516129032,48,1899,333,100,0.1983400723558204
0.44999999999999996,0.46362057902169806,0.12312312312312312,0.27702702702702703,0.1704781704781705,0.8323529411764706,0.13082437275985664,0.8691756272401434,41,1940,292,107,0.1539039039039039
0.49999999999999994,0.5151339766907755,0.13468013468013468,0.2702702702702703,0.1797752808988764,0.8466386554621849,0.11514336917562724,0.8848566308243727,40,1975,257,108,0.1355901355901356
0.5499999999999999,0.5666473743598531,0.138996138996139,0.24324324324324326,0.1769041769041769,0.8592436974789915,0.09991039426523297,0.900089605734767,36,2009,223,112,0.10424710424710426
0.5999999999999999,0.6181607720289306,0.12437810945273632,0.16891891891891891,0.14326647564469913,0.8743697478991597,0.07885304659498207,0.921146953405018,25,2056,176,123,0.04454080946618259
0.6499999999999999,0.6696741696980083,0.11956521739130435,0.14864864864864866,0.13253012048192772,0.8789915966386554,0.07258064516129033,0.9274193548387096,22,2070,162,126,0.029083431257344305
0.7,0.7211875673670859,0.11695906432748537,0.13513513513513514,0.12539184952978055,0.8827731092436975,0.06765232974910394,0.932347670250896,20,2081,151,128,0.01817607080764977
0.7499999999999999,0.7727009650361634,0.125,0.13513513513513514,0.12987012987012986,0.8873949579831932,0.06272401433691756,0.9372759856630825,20,2092,140,128,0.010135135135135143
0.7999999999999998,0.8242143627052408,0.13286713286713286,0.12837837837837837,0.13058419243986255,0.8936974789915967,0.05555555555555555,0.9444444444444444,19,2108,124,129,0.004488754488754493
0.8499999999999999,0.8757277603743184,0.1171875,0.10135135135135136,0.10869565217391304,0.8966386554621849,0.050627240143369175,0.9493727598566308,15,2119,113,133,0.015836148648648643
0.8999999999999999,0.9272411580433961,0.11764705882352941,0.0945945945945946,0.10486891385767791,0.8995798319327731,0.04704301075268817,0.9529569892473119,14,2127,105,134,0.02305246422893481
0.95,0.9787545557124737,0.1308411214953271,0.0945945945945946,0.10980392156862745,0.9046218487394958,0.041666666666666664,0.9583333333333334,14,2139,93,134,0.03624652690073249
0.9999999999999998,1.030267953381551,0.12871287128712872,0.08783783783783784,0.10441767068273092,0.9063025210084034,0.03942652329749104,0.9605734767025089,13,2144,88,135,0.04087503344929087
1.0499999999999998,1.0817813510506287,0.13541666666666666,0.08783783783783784,0.10655737704918032,0.9084033613445378,0.03718637992831541,0.9628136200716846,13,2149,83,135,0.047578828828828815
1.0999999999999999,1.1332947487197063,0.13978494623655913,0.08783783783783784,0.1078838174273859,0.9096638655462185,0.035842293906810034,0.96415770609319,13,2152,80,135,0.051947108398721284
1.15,1.1848081463887838,0.1348314606741573,0.08108108108108109,0.10126582278481013,0.9105042016806723,0.03449820788530466,0.9655017921146953,12,2155,77,136,0.053750379593076214
1.1999999999999997,1.2363215440578612,0.14285714285714285,0.08108108108108109,0.10344827586206896,0.9126050420168067,0.03225806451612903,0.967741935483871,12,2160,72,136,0.061776061776061764
1.2499999999999998,1.2878349417269388,0.13924050632911392,0.07432432432432433,0.09691629955947137,0.9138655462184874,0.03046594982078853,0.9695340501792115,11,2164,68,137,0.06491618200478959
1.2999999999999998,1.3393483393960166,0.14666666666666667,0.07432432432432433,0.09865470852017937,0.9155462184873949,0.02867383512544803,0.9713261648745519,11,2168,64,137,0.07234234234234234
1.3499999999999999,1.3908617370650942,0.1506849315068493,0.07432432432432433,0.09954751131221719,0.9163865546218487,0.027777777777777776,0.9722222222222222,11,2170,62,137,0.07636060718252498
1.3999999999999997,1.4423751347341716,0.15492957746478872,0.07432432432432433,0.1004566210045662,0.9172268907563025,0.026881720430107527,0.9731182795698925,11,2172,60,137,0.08060525314046439
1.4499999999999997,1.4938885324032491,0.15714285714285714,0.07432432432432433,0.10091743119266056,0.9176470588235294,0.0264336917562724,0.9735663082437276,11,2173,59,137,0.08281853281853281
1.4999999999999998,1.5454019300723267,0.15151515151515152,0.06756756756756757,0.09345794392523364,0.9184873949579831,0.025089605734767026,0.974910394265233,10,2176,56,138,0.08394758394758395
1.5499999999999998,1.5969153277414043,0.16393442622950818,0.06756756756756757,0.09569377990430622,0.9205882352941176,0.0228494623655914,0.9771505376344086,10,2181,51,138,0.09636685866194061
1.5999999999999999,1.648428725410482,0.17543859649122806,0.06756756756756757,0.0975609756097561,0.9222689075630253,0.021057347670250897,0.9789426523297491,10,2185,47,138,0.10787102892366049
