src,dst,proto,sport,dport,bytes,pkts,duration,iat_mean,iat_std,label
192.168.15.2,192.168.15.1,DNS,52983,53,150,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.2,192.168.15.1,DNS,41848,53,150,2,2.1457672119140625e-06,2.1457672119140625e-06,,0
192.168.15.2,192.168.15.1,DNS,35087,53,164,2,2.1457672119140625e-06,2.1457672119140625e-06,,0
192.168.15.2,192.168.15.1,DNS,37527,53,158,2,2.86102294921875e-06,2.86102294921875e-06,,0
192.168.15.2,192.168.15.1,DNS,55892,53,170,2,1.9073486328125e-06,1.9073486328125e-06,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::200e,TCP,44080,443,782,9,104.89822196960449,13.112277746200562,24.450872155696675,0
192.168.15.2,192.168.15.1,DNS,51166,53,148,2,1.9073486328125e-06,1.9073486328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,37262,90,1,0.0,0.0,,0
192.168.15.1,192.168.15.2,DNS,53,51166,254,2,0.0663151741027832,0.0663151741027832,,0
192.168.15.1,192.168.15.2,DNS,53,52983,236,2,0.00025200843811035156,0.00025200843811035156,,0
192.168.15.2,35.244.233.98,TCP,49896,443,2002,9,0.28985095024108887,0.03623136878013611,0.05384077765418171,0
192.168.15.1,192.168.15.2,DNS,53,41848,390,2,0.0002598762512207031,0.0002598762512207031,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2001:12e0:814::bff9:f6a3,TCP,60124,443,610,7,20.09163999557495,3.3486066659291587,8.17799704723322,0
192.168.15.1,192.168.15.2,DNS,53,35087,532,2,0.0005710124969482422,0.0005710124969482422,,0
192.168.15.1,192.168.15.2,DNS,53,37527,202,2,0.00015616416931152344,0.00015616416931152344,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:811::201b,TCP,43164,443,782,9,104.88751888275146,13.110939860343933,24.443803244145492,0
2800:3f0:4001:83c::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,44080,3370,11,104.87717318534851,10.487717318534852,22.253951925396716,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::200e,TLS,44080,443,1554,7,104.82743501663208,17.47123916943868,27.291589439280198,0
2001:12e0:814::bff9:f6a3,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,60124,3274,7,20.094422817230225,3.3490704695383706,8.141326701406445,0
35.244.233.98,192.168.15.2,TCP,443,49896,668,10,0.27298402786254883,0.030331558651394315,0.05088444712007515,0
2800:3f0:4001:811::201b,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,43164,3456,12,104.86793208122253,9.53344837102023,21.338277318726657,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2001:12e0:814::bff9:f6a3,TLS,60124,443,1445,6,20.06680703163147,4.013361406326294,8.94966146462065,0
192.168.15.2,35.244.233.98,TLS,49896,443,3960,8,0.2467479705810547,0.03524971008300781,0.05784010533365818,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:811::201b,TLS,43164,443,1577,7,104.80736899375916,17.467894832293194,27.280815261985698,0
192.168.15.2,192.168.15.1,DNS,36161,53,158,2,5.9604644775390625e-06,5.9604644775390625e-06,,0
192.168.15.2,192.168.15.1,DNS,33309,53,79,1,0.0,0.0,,0
192.168.15.1,192.168.15.2,DNS,53,36161,222,2,0.00024700164794921875,0.00024700164794921875,,0
192.168.15.1,192.168.15.2,DNS,53,33309,143,1,0.0,0.0,,0
192.168.15.2,35.186.241.51,TCP,33148,443,602,9,104.85598802566528,13.10699850320816,22.909629842917077,0
2001:12e0:814::bff9:f6a3,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,60124,3690,7,20.050135135650635,3.341689189275106,8.172291004019206,0
35.186.241.51,192.168.15.2,TCP,443,33148,998,15,104.83262395858765,7.488044568470547,18.100254704075695,0
192.168.15.2,35.186.241.51,TLS,33148,443,5184,13,104.77133417129517,8.730944514274597,19.372356831128503,0
192.168.15.2,35.244.233.98,QUIC,34710,443,115378,159,2.906442880630493,0.018395208105256286,0.11428232914126765,0
2800:3f0:4001:83c::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,44080,2817,5,58.3934440612793,14.598361015319824,29.181629986426564,0
192.168.15.1,192.168.15.2,DNS,53,55892,276,2,0.0049397945404052734,0.0049397945404052734,,0
192.168.15.2,35.190.26.106,TCP,46092,443,668,10,104.81920886039734,11.64657876226637,23.188963592627022,0
3.7.38.218,192.168.15.2,TCP,443,44642,1778,5,1.0432989597320557,0.2608247399330139,0.1736990065579711,0
192.168.15.2,3.7.38.218,TLS,44642,443,1156,4,0.6981298923492432,0.2327099641164144,0.20113228875945033,0
192.168.15.2,35.244.233.98,TCP,49910,443,470,7,104.80369019508362,17.467281699180603,27.257312513628733,0
2800:3f0:4001:811::201b,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,43164,2863,5,58.36688303947449,14.591720759868622,29.165029084601972,0
35.190.26.106,192.168.15.2,TCP,443,46092,1936,8,104.79804706573486,14.971149580819267,25.667780690387733,0
35.244.233.98,192.168.15.2,TLS,443,49896,7309,9,0.1709141731262207,0.021364271640777588,0.05268829862591249,0
192.168.15.2,35.190.26.106,TLS,46092,443,1424,7,104.73371911048889,17.45561985174815,27.17331378085012,0
35.244.233.98,192.168.15.2,TCP,443,49910,602,9,104.78275108337402,13.097843885421753,24.410367864889274,0
192.168.15.2,35.244.233.98,TLS,49910,443,1989,7,104.72642183303833,17.45440363883972,27.258562544336392,0
35.244.233.98,192.168.15.2,QUIC,443,34710,148308,177,2.8632020950317383,0.01626819372177124,0.1095121966458513,0
35.190.26.106,192.168.15.2,TLS,443,46092,4137,5,58.34149217605591,14.585373044013977,28.987128284185033,0
192.168.15.2,192.168.15.1,DNS,41564,53,140,2,2.86102294921875e-06,2.86102294921875e-06,,0
35.186.241.51,192.168.15.2,TLS,443,33148,2184,10,64.4249701499939,7.158330016665989,19.248862275811803,0
192.168.15.1,192.168.15.2,DNS,53,41564,254,2,0.00024008750915527344,0.00024008750915527344,,0
3.7.38.218,192.168.15.2,TLS,443,44628,4306,8,59.62491416931152,8.517844881330218,22.22339522973792,0
3.7.38.218,192.168.15.2,TLS,443,44632,4111,8,59.62108397483826,8.51729771069118,22.37952308303309,0
35.244.233.98,192.168.15.2,TLS,443,49910,1164,4,58.283746004104614,19.427915334701538,33.633064954315905,0
192.168.15.2,192.168.15.1,DNS,50100,53,206,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,50100,472,2,0.0031380653381347656,0.0031380653381347656,,0
192.168.15.2,192.168.15.1,DNS,52881,53,168,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,52881,212,2,0.00019598007202148438,0.00019598007202148438,,0
192.168.15.2,16.12.40.95,TCP,51282,443,962,17,6.19091010093689,0.3869318813085556,1.1913510830381013,0
192.168.15.2,192.168.15.1,DNS,36166,53,164,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.2,192.168.15.1,DNS,48815,53,166,2,0.0,0.0,,0
192.168.15.2,192.168.15.1,DNS,53536,53,150,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.2,192.168.15.1,DNS,60028,53,154,2,1.9073486328125e-06,1.9073486328125e-06,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:837::200e,TCP,33930,443,696,8,104.58999514579773,14.941427877971105,25.693235786060676,0
192.168.15.1,192.168.15.2,DNS,53,36166,532,2,0.0009069442749023438,0.0009069442749023438,,0
192.168.15.1,192.168.15.2,DNS,53,53536,256,2,0.0001850128173828125,0.0001850128173828125,,0
192.168.15.1,192.168.15.2,DNS,53,60028,198,2,0.0001690387725830078,0.0001690387725830078,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:811::201b,TCP,43180,443,610,7,0.48198604583740234,0.08033100763956706,0.15095984309925278,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::200e,TCP,44094,443,696,8,104.58898591995239,14.941283702850342,25.692933874964666,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TCP,42890,443,610,7,0.40897202491760254,0.06816200415293376,0.11634814163424242,0
192.168.15.2,192.168.15.1,DNS,49434,53,158,2,2.86102294921875e-06,2.86102294921875e-06,,0
192.168.15.2,192.168.15.1,DNS,33359,53,168,2,2.1457672119140625e-06,2.1457672119140625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,49434,202,2,0.0002579689025878906,0.0002579689025878906,,0
192.168.15.2,192.168.15.1,DNS,37754,53,150,2,1.9073486328125e-06,1.9073486328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,33359,212,2,0.00024700164794921875,0.00024700164794921875,,0
192.168.15.1,192.168.15.2,DNS,53,37754,256,2,0.00020194053649902344,0.00020194053649902344,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4003:c01::54,QUIC,53643,443,8336,39,0.35246706008911133,0.009275448949713456,0.017599125750357335,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:836::2008,QUIC,54115,443,3928,27,0.3804759979248047,0.014633692227877103,0.0206832494851757,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::200e,QUIC,52719,443,3189,15,0.19740509986877441,0.014100364276341029,0.017998849765487986,0
192.168.15.1,192.168.15.2,DNS,53,48815,342,2,0.00034618377685546875,0.00034618377685546875,,0
2800:3f0:4001:811::201b,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,43180,782,9,0.4677541255950928,0.0584692656993866,0.13211169806183895,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4003:c08::9c,TCP,52918,443,696,8,104.62396693229675,14.946280990328107,25.73292311933599,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:811::201b,TLS,43180,443,2199,7,0.45048999786376953,0.07508166631062825,0.1516139885407203,0
2800:3f0:4001:837::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,33930,868,10,104.56902289390564,11.61878032154507,23.203395079204558,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:837::200e,TLS,33930,443,2245,8,104.5180778503418,14.931153978620257,25.692963546010247,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,42890,880,10,0.38909411430358887,0.04323267936706543,0.09716074125905129,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,TLS,42890,443,2113,7,0.36898112297058105,0.061496853828430176,0.11741046039532992,0
2800:3f0:4001:83c::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,44094,868,10,104.56456303596497,11.618284781773886,23.204624288946714,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::200e,TLS,44094,443,2236,8,104.51182413101196,14.930260590144567,25.692750129275883,0
2800:3f0:4001:83c::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,52719,11907,17,0.22347712516784668,0.013967320322990417,0.020252455543784326,0
192.168.15.2,192.168.15.1,DNS,44062,53,168,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,44062,212,2,0.00039005279541015625,0.00039005279541015625,,0
2800:3f0:4001:836::2008,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,54115,151083,115,0.33163881301879883,0.0029091123949017443,0.01004585509060304,0
192.168.15.2,45.10.161.185,TCP,51346,443,992,16,1.4675071239471436,0.0978338082631429,0.1243344206597283,0
192.168.15.2,45.10.161.185,TCP,51358,443,872,14,1.463569164276123,0.11258224340585563,0.15685613406104384,0
192.168.15.2,45.10.161.185,TCP,51360,443,962,15,1.4701519012451172,0.10501085008893694,0.15184166621839795,0
192.168.15.2,45.10.161.185,TCP,51370,443,668,10,1.4680020809173584,0.16311134232415092,0.1794009373763131,0
2800:3f0:4003:c01::54,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,53643,107542,81,0.2853360176086426,0.0035667002201080324,0.01105471067943281,0
2800:3f0:4001:811::201b,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,43180,1169,3,0.00019598007202148438,9.799003601074219e-05,9.60948146048384e-05,0
2800:3f0:4003:c08::9c,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,52918,610,7,104.55609202384949,17.426015337308247,42.610898497479255,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4003:c08::9c,TLS,52918,443,2244,8,104.45179510116577,14.921685014452253,25.759855055786627,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,42890,1119,3,7.414817810058594e-05,3.707408905029297e-05,1.5172865463921851e-06,0
2800:3f0:4001:837::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,33930,1244,4,58.07869100570679,19.359563668568928,33.531676858394064,0
192.168.15.2,192.168.15.1,DNS,55429,53,160,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
2800:3f0:4001:83c::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,44094,1244,4,58.07837796211243,19.359459320704143,33.5314674223526,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4003:c01::54,TCP,45008,443,782,9,104.52949500083923,13.066186875104904,24.395207464695563,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::200e,TCP,44106,443,696,8,104.4787368774414,14.925533839634486,25.743716183210385,0
192.168.15.1,192.168.15.2,DNS,53,55429,268,2,0.0002529621124267578,0.0002529621124267578,,0
3.7.38.218,192.168.15.2,TLS,443,44642,3531,5,0.3527071475982666,0.08817678689956665,0.17581554338661515,0
2800:3f0:4001:83c::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,44106,868,10,104.45424294471741,11.60602699385749,23.245088937934128,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::200e,TLS,44106,443,2236,8,104.40025806427002,14.914322580610003,25.743409435580645,0
2800:3f0:4003:c08::9c,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,52918,1244,4,59.0665979385376,19.68886597951253,34.099769227396365,0
2800:3f0:4003:c01::54,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,45008,3284,10,104.46108984947205,11.60678776105245,23.20213067264552,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4003:c01::54,TLS,45008,443,1558,7,104.35519695281982,17.39253282546997,27.213109051674415,0
192.168.15.2,192.168.15.1,DNS,45054,53,160,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,45054,248,2,0.0002009868621826172,0.0002009868621826172,,0
2800:3f0:4001:83c::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,44106,1244,4,58.965752840042114,19.655250946680706,34.043819769516794,0
2800:3f0:4003:c01::54,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,45008,2831,5,58.96911978721619,14.742279946804047,29.433083694482587,0
45.10.161.185,192.168.15.2,TCP,443,51358,11012,14,1.2358460426330566,0.09506508020254281,0.21809300312150615,0
192.168.15.2,45.10.161.185,TLS,51358,443,3403,5,1.0060911178588867,0.2515227794647217,0.3616315009513861,0
45.10.161.185,192.168.15.2,TCP,443,51346,14090,17,1.2358391284942627,0.07723994553089142,0.19823979485626095,0
45.10.161.185,192.168.15.2,TCP,443,51360,13800,16,1.2393741607666016,0.08262494405110678,0.20330765316037397,0
192.168.15.2,45.10.161.185,TLS,51346,443,3415,5,1.0029001235961914,0.25072503089904785,0.362901539660515,0
192.168.15.2,45.10.161.185,TLS,51360,443,2760,5,1.0031118392944336,0.2507779598236084,0.3551484341576705,0
45.10.161.185,192.168.15.2,TCP,443,51370,4698,9,1.2360889911651611,0.15451112389564514,0.26618168617929716,0
192.168.15.2,45.10.161.185,TLS,51370,443,1783,4,1.0027289390563965,0.3342429796854655,0.3850183294691626,0
16.12.40.95,192.168.15.2,TCP,443,51282,3717,10,5.842849969863892,0.6492055522070991,1.647521955482461,0
192.168.15.2,16.12.40.95,TLS,51282,443,941,3,5.3950700759887695,2.6975350379943848,3.298927567538764,0
2620:1ec:50::12,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,44328,12123,15,4.6559648513793945,0.33256891795567106,1.1616250083531225,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:835::2003,QUIC,42220,443,1668,3,0.11232495307922363,0.056162476539611816,0.02539853384963496,0
2800:3f0:4001:835::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,42220,3750,5,0.046885013580322266,0.011721253395080566,0.013733580778362979,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:811::201b,QUIC,46112,443,85801,424,2.05594801902771,0.004860397208103333,0.013888345217025047,0
2800:3f0:4001:811::201b,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,46112,3942626,3023,1.9872260093688965,0.0006575863697448367,0.005606471881033796,0
45.10.161.185,192.168.15.2,TLS,443,51358,6790,6,1.0069429874420166,0.20138859748840332,0.33112689480337426,0
45.10.161.185,192.168.15.2,TLS,443,51346,5532,6,1.0032179355621338,0.20064358711242675,0.2177230888479934,0
45.10.161.185,192.168.15.2,TLS,443,51360,8442,8,1.0066719055175781,0.14381027221679688,0.285103570798593,0
45.10.161.185,192.168.15.2,TLS,443,51370,3021,4,0.24759197235107422,0.08253065745035808,0.14249980031329978,0
16.12.40.95,192.168.15.2,TLS,443,51282,3150,8,5.393811941146851,0.7705445630209786,2.038360199674946,0
192.168.15.2,192.168.15.1,DNS,44768,53,180,2,2.86102294921875e-06,2.86102294921875e-06,,0
192.168.15.1,192.168.15.2,DNS,53,44768,548,2,0.0002651214599609375,0.0002651214599609375,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::200a,QUIC,43296,443,6705,17,0.7222030162811279,0.045137688517570496,0.07148270334986305,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:837::200e,QUIC,40323,443,4038,12,23.550358057022095,2.1409416415474634,7.003137572039277,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2a03:2880:f005:8:face:b00c:0:1,QUIC,34845,443,4381,22,0.381242036819458,0.018154382705688477,0.04173394100942541,0
2800:3f0:4001:83c::200a,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,43296,7570,22,0.7215690612792969,0.03436043148949033,0.06535151467138077,0
2a03:2880:f005:8:face:b00c:0:1,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,34845,103767,90,0.3605320453643799,0.004050921858026741,0.02268889177529817,0
2800:3f0:4001:837::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,40323,5043,13,23.488379955291748,1.9573649962743123,6.727175452624767,0
192.168.15.2,192.168.15.1,DNS,44551,53,152,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,44551,254,2,0.00014090538024902344,0.00014090538024902344,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2a03:2880:f105:83:face:b00c:0:25de,QUIC,55651,443,2511,6,0.0482029914855957,0.00964059829711914,0.011587207975273767,0
2a03:2880:f105:83:face:b00c:0:25de,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,55651,3019,10,0.02506709098815918,0.0027852323320176867,0.00729589270684584,0
192.168.15.2,45.10.161.185,TCP,51386,443,128,2,0.22353100776672363,0.22353100776672363,,0
192.168.15.2,45.10.161.185,TCP,51394,443,404,6,5.660476922988892,1.1320953845977784,1.9954055703050173,0
192.168.15.2,45.10.161.185,TCP,51406,443,668,10,5.658268928527832,0.6286965476142036,1.545850557001741,0
192.168.15.2,45.10.161.185,TCP,51412,443,668,10,5.65792989730835,0.6286588774787055,1.5446241766650182,0
192.168.15.2,45.10.161.185,TCP,51422,443,668,10,5.655771970748901,0.6284191078609891,1.5479572891925375,0
45.10.161.185,192.168.15.2,TCP,443,51386,74,1,0.0,0.0,,0
45.10.161.185,192.168.15.2,TCP,443,51422,4632,8,5.433247804641724,0.7761782578059605,1.853380284474356,0
192.168.15.2,45.10.161.185,TLS,51422,443,972,3,5.206276178359985,2.6031380891799927,3.34707865608852,0
45.10.161.185,192.168.15.2,TCP,443,51406,4632,8,5.433361053466797,0.7761944362095424,1.8517593800222707,0
192.168.15.2,45.10.161.185,TLS,51406,443,972,3,5.204728841781616,2.602364420890808,3.34379828257522,0
45.10.161.185,192.168.15.2,TCP,443,51394,338,5,5.433139085769653,1.3582847714424133,2.4117037740620213,0
192.168.15.2,45.10.161.185,TLS,51394,443,1607,3,5.20208215713501,2.601041078567505,3.351585840068275,0
45.10.161.185,192.168.15.2,TCP,443,51412,4632,8,5.429605960845947,0.7756579944065639,1.8503349374781681,0
192.168.15.2,45.10.161.185,TLS,51412,443,972,3,5.201112985610962,2.600556492805481,3.3447912623261367,0
45.10.161.185,192.168.15.2,TLS,443,51422,3021,4,0.23738503456115723,0.07912834485371907,0.13645109192152763,0
45.10.161.185,192.168.15.2,TLS,443,51406,3021,4,0.23752784729003906,0.07917594909667969,0.13663830426747958,0
45.10.161.185,192.168.15.2,TLS,443,51394,695,2,0.23373103141784668,0.23373103141784668,,0
45.10.161.185,192.168.15.2,TLS,443,51412,3021,4,0.23344206809997559,0.07781402269999187,0.1342791922638575,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:83c::2003,QUIC,52431,443,3560,16,4.583281993865967,0.3055521329243978,1.0977854415962427,0
2800:3f0:4001:83c::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,52431,8387,17,4.561495065689087,0.28509344160556793,1.081075485991946,0
192.168.15.2,192.168.15.1,DNS,51021,53,158,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,51021,267,2,0.32972097396850586,0.32972097396850586,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:837::200e,QUIC,39981,443,4768,13,3.9883618354797363,0.332363486289978,1.0654924473594232,0
2800:3f0:4001:837::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,39981,5322,16,3.9236948490142822,0.26157965660095217,0.9682724599416626,0
192.168.15.2,35.241.24.90,QUIC,48358,443,15115,15,0.28431081771850586,0.02030791555132185,0.043086800081086375,0
192.168.15.2,35.241.24.90,TCP,48978,443,470,7,101.40127396583557,16.900212327639263,26.651153619212785,0
35.241.24.90,192.168.15.2,TCP,443,48978,602,9,101.38275504112244,12.672844380140305,23.836776868558818,0
192.168.15.2,35.241.24.90,TLS,48978,443,1994,7,101.3327329158783,16.88878881931305,26.649779399691397,0
35.241.24.90,192.168.15.2,QUIC,443,48358,4253,12,0.2862060070037842,0.026018727909434925,0.044221857129630934,0
35.241.24.90,192.168.15.2,TLS,443,48978,1164,4,58.98569321632385,19.661897738774616,34.03761923292735,0
192.168.15.2,192.168.15.1,DNS,45620,53,168,2,3.814697265625e-06,3.814697265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,45620,212,2,0.0002231597900390625,0.0002231597900390625,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:836::2008,QUIC,55112,443,6443,50,1.3116910457611084,0.026769205015532826,0.10339834330025206,0
2800:3f0:4001:836::2008,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,55112,328819,249,1.2480981349945068,0.005032653770139141,0.04937703659494218,0
192.168.15.2,192.168.15.1,DNS,40262,53,148,2,3.814697265625e-06,3.814697265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,40262,192,2,0.00020194053649902344,0.00020194053649902344,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:80d::2004,QUIC,45701,443,4126,12,0.7545180320739746,0.06859254837036133,0.12671649708743712,0
192.168.15.2,192.168.15.1,DNS,34738,53,160,2,3.814697265625e-06,3.814697265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,34738,274,2,0.00016498565673828125,0.00016498565673828125,,0
2800:3f0:4001:80d::2004,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,45701,4982,13,0.6888799667358398,0.05740666389465332,0.14306601005177433,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2a03:2880:f005:8:face:b00c:0:1,QUIC,42414,443,4669,25,0.46442198753356934,0.019350916147232056,0.052541696277384295,0
2a03:2880:f005:8:face:b00c:0:1,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,42414,106107,93,0.48075413703918457,0.0052255884460780935,0.029402146597201525,0
192.168.15.2,192.168.15.1,DNS,59407,53,174,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,59407,218,2,0.00018286705017089844,0.00018286705017089844,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:847::2002,QUIC,44988,443,2637,5,0.1354520320892334,0.03386300802230835,0.029956701279755322,0
2800:3f0:4001:847::2002,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,44988,6829,10,0.1353309154510498,0.015036768383449979,0.019650117496310897,0
192.168.15.2,192.168.15.1,DNS,46676,53,170,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,46676,400,2,0.0002639293670654297,0.0002639293670654297,,0
192.168.15.2,192.168.15.1,DNS,55037,53,162,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.2,192.168.15.1,DNS,44874,53,162,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,55037,536,2,0.0009479522705078125,0.0009479522705078125,,0
192.168.15.1,192.168.15.2,DNS,53,44874,536,2,0.0009181499481201172,0.0009181499481201172,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:9000:20fa:de00:8:cf94:88c0:93a1,TCP,34872,443,1126,13,95.23393893241882,7.936161577701569,19.107509232464768,0
2600:9000:20fa:de00:8:cf94:88c0:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,34872,3382,11,95.22795605659485,9.522795605659486,20.730214134654425,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:9000:20fa:de00:8:cf94:88c0:93a1,TLS,34872,443,2098,8,95.13725686073303,13.591036694390434,24.08952074282834,0
2600:9000:20fa:de00:8:cf94:88c0:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,34872,3687,7,58.93345904350281,9.822243173917135,24.03730862851464,0
192.168.15.2,192.168.15.1,DNS,54448,53,168,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,54448,542,2,0.0003719329833984375,0.0003719329833984375,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:9000:28b5:ee00:4:5255:7540:93a1,TCP,57386,443,1040,12,95.11015200614929,8.646377455104481,19.7387466571102,0
2600:9000:28b5:ee00:4:5255:7540:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,57386,3382,11,95.10759496688843,9.510759496688843,20.702221777806262,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:9000:28b5:ee00:4:5255:7540:93a1,TLS,57386,443,1991,8,95.01595997810364,13.57370856830052,24.059456613854007,0
2600:9000:28b5:ee00:4:5255:7540:93a1,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,57386,3641,6,58.81486201286316,11.762972402572633,26.090293623618336,0
