src,dst,proto,sport,dport,bytes,pkts,duration,iat_mean,iat_std,label
34.36.152.253,192.168.15.2,TLS,443,41184,8936,94,90.00857901573181,0.9678341829648582,0.17736071322609484,0
192.168.15.2,34.36.152.253,TCP,41184,443,6246,95,90.00856494903564,0.9575379249897409,0.19187118127060118,0
192.168.15.20,255.255.255.255,DATA,6537,6537,28784,112,297.30307602882385,2.6784060903497644,2.509675616550649,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2a03:2880:f205:c5:face:b00c:0:167,TLS,39212,443,9686,38,293.3930768966675,7.929542618828851,8.277249861539401,0
2a03:2880:f205:c5:face:b00c:0:167,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,39212,3268,38,293.39474391937256,7.929587673496556,8.277501801762417,0
2a03:2880:f205:c5:face:b00c:0:167,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,39212,5227,29,293.39532494544983,10.478404462337494,8.48833466442806,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2a03:2880:f205:c5:face:b00c:0:167,TCP,39212,443,2408,28,293.43757796287537,10.868058443069458,9.167708829829841,0
fe80::9962:d5a1:f90:6804,ff02::2,ICMPV6,,,1376,16,294.0134060382843,19.60089373588562,21.312447134941152,0
192.168.15.3,224.0.0.2,IGMP,,,960,16,294.01339888572693,19.600893259048462,21.312326575375092,0
192.168.15.3,224.0.0.251,MDNS,5353,5353,19250,147,293.9960880279541,2.0136718358079047,7.443958461952064,0
fe80::9962:d5a1:f90:6804,ff02::fb,MDNS,5353,5353,22190,147,293.9944541454315,2.013660644831723,7.444160461519725,0
192.168.15.3,224.0.0.252,LLMNR,61842,5355,74,1,0.0,0.0,,0
fe80::860b:bbff:fefd:fad8,ff02::1,ICMPV6,,,2346,15,293.7302129268646,20.980729494776046,15.28362971909778,0
192.168.15.3,224.0.0.252,LLMNR,61155,5355,74,1,0.0,0.0,,0
fe80::3e7c:3fff:fe78:30a6,ff02::2,ICMPV6,,,248,4,250.22819089889526,83.40939696629842,0.32294028335348196,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:1901:0:3296::,TLS,49386,443,235,2,0.00011181831359863281,0.00011181831359863281,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:1901:0:3296::,TCP,49386,443,172,2,0.025408029556274414,0.025408029556274414,,0
2600:1901:0:3296::,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,49386,172,2,6.318092346191406e-05,6.318092346191406e-05,,0
192.168.15.2,192.168.15.1,DNS,45924,53,166,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,45924,182,2,0.00019216537475585938,0.00019216537475585938,,0
192.168.15.2,34.36.152.253,TCP,35100,443,602,9,4.287418842315674,0.5359273552894592,1.3901314010276318,0
34.36.152.253,192.168.15.2,TCP,443,35100,3204,6,4.267629146575928,0.8535258293151855,1.87138915580717,0
192.168.15.2,34.36.152.253,TLS,35100,443,1276,2,0.033689022064208984,0.033689022064208984,,0
34.36.152.253,192.168.15.2,TLS,443,35100,2801,3,0.20242691040039062,0.10121345520019531,0.1430002109000064,0
0.0.0.0,224.0.0.1,IGMP,,,180,3,250.88094210624695,125.44047105312347,2.4107997348231388e-05,0
fe80::3e7c:3fff:fe78:30a6,ff02::16,ICMPV6,,,1040,8,250.68399810791016,35.81199972970145,43.881980843461974,0
140.82.114.25,192.168.15.2,TLS,443,45890,458,5,240.00022506713867,60.00005626678467,0.0005602746313463202,0
192.168.15.2,140.82.114.25,TLS,45890,443,478,5,240.0002360343933,60.00005900859833,0.0006812755030194083,0
140.82.114.25,192.168.15.2,TCP,443,45890,330,5,239.9991328716278,59.99978321790695,0.0010533067019894901,0
192.168.15.2,162.159.134.234,TLS,36686,443,1697,9,259.682461977005,32.460307747125626,16.4163744311863,0
162.159.134.234,192.168.15.2,TCP,443,36686,594,9,259.68149304389954,32.46018663048744,16.417153173824953,0
162.159.134.234,192.168.15.2,TLS,443,36686,16576,73,292.4217531681061,4.061413238445918,4.8869718271663904,0
192.168.15.2,162.159.134.234,TCP,36686,443,4818,73,292.4217429161072,4.061413096057044,4.886972609487291,0
192.168.15.2,162.159.134.233,QUIC,43296,443,40595,60,6.658801078796387,0.11286103523383706,0.35119556930219475,0
162.159.134.233,192.168.15.2,QUIC,443,43296,25070,48,6.610059022903442,0.14063955367879666,0.39951930935737595,0
2800:3f0:4001:801::200a,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,55500,8429,39,269.5259339809418,7.092787736340573,10.690643113722695,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:801::200a,TCP,55500,443,2876,34,269.5067710876465,8.166871851140803,11.702237573585453,0
192.168.15.2,104.208.16.95,TLS,46494,443,6297,9,49.04185509681702,6.130231887102127,17.032120022602772,0
192.168.15.2,192.168.15.1,DNS,45039,53,184,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,45039,423,2,0.013091802597045898,0.013091802597045898,,0
192.168.15.2,51.116.253.168,TCP,58414,443,1898,7,0.8680951595306396,0.14468252658843994,0.11206041962996283,0
104.208.16.95,192.168.15.2,TCP,443,46494,522,8,171.7318298816681,24.533118554524012,31.46945792454782,0
192.168.15.2,192.168.15.1,DNS,48873,53,186,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,48873,554,2,0.00021386146545410156,0.00021386146545410156,,0
192.168.15.2,172.217.172.42,TCP,33980,443,13532,14,0.22494196891784668,0.0173032283782959,0.03618335846335032,0
172.217.172.42,192.168.15.2,TCP,443,33980,920,14,0.22783803939819336,0.017526003030630257,0.0273784797919222,0
192.168.15.2,172.217.172.42,TLS,33980,443,2485,4,0.20297002792358398,0.067656675974528,0.04212007506521487,0
51.116.253.168,192.168.15.2,TCP,443,58414,3152,4,0.8656949996948242,0.2885649998982747,0.13111328533738034,0
192.168.15.2,51.116.253.168,TLS,58414,443,2771,5,0.657418966293335,0.16435474157333374,0.10982686990943968,0
172.217.172.42,192.168.15.2,TLS,443,33980,1504,3,0.12235403060913086,0.06117701530456543,0.08640845729267069,0
104.208.16.95,192.168.15.2,TLS,443,46494,440,3,48.65189599990845,24.325947999954224,34.113170281274904,0
51.116.253.168,192.168.15.2,TLS,443,58414,2607,5,0.44897890090942383,0.11224472522735596,0.12906438604827244,0
192.168.15.2,192.168.15.1,DNS,35075,53,174,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.2,192.168.15.1,DNS,55798,53,160,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,35075,316,2,0.00017499923706054688,0.00017499923706054688,,0
192.168.15.1,192.168.15.2,DNS,53,55798,302,2,0.022713184356689453,0.022713184356689453,,0
192.168.15.2,162.159.129.232,TCP,39828,443,866,13,270.55922293663025,22.546601911385853,23.52633010870099,0
162.159.129.232,192.168.15.2,TCP,443,39828,602,9,270.56048607826233,33.82006075978279,20.859849961200098,0
192.168.15.2,162.159.129.232,TLS,39828,443,1760,5,0.046679019927978516,0.011669754981994629,0.01335202792058701,0
192.168.15.2,162.159.134.232,QUIC,35894,443,6823,47,3.7465760707855225,0.0814473058866418,0.44990680054604737,0
162.159.129.232,192.168.15.2,TLS,443,39828,5270,7,0.048114776611328125,0.008019129435221354,0.012330952224972394,0
162.159.134.232,192.168.15.2,QUIC,443,35894,88736,80,3.7435989379882812,0.04738732832896558,0.3496004499360046,0
192.168.15.2,224.0.0.251,IGMP,,,138,3,254.97596383094788,127.48798191547394,7.416172782381043,0
2800:3f0:4001:80e::200a,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,43558,16487,80,282.07845187187195,3.570613314833822,4.252936289338506,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:80e::200a,TCP,43558,443,5246,61,282.078458070755,4.701307634512584,4.301759273798268,0
192.168.15.2,192.168.15.1,DNS,36387,53,162,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,36387,237,2,0.00024199485778808594,0.00024199485778808594,,0
192.168.15.2,34.36.57.103,QUIC,55324,443,4552,8,0.17845702171325684,0.025493860244750977,0.02613926941963491,0
34.36.57.103,192.168.15.2,QUIC,443,55324,4131,8,0.15930700302124023,0.022758143288748606,0.01719474779083867,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:1901:1:a8::,TLS,50572,443,1290,10,269.9999761581421,29.99999735090468,0.0009456241141614799,0
2600:1901:1:a8::,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,50572,860,10,270.00036001205444,30.000040001339382,0.0017571506408673014,0
2600:1901:1:a8::,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,50572,1260,10,269.999559879303,29.999951097700333,0.0018041376466203889,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:1901:1:a8::,TCP,50572,443,860,10,269.99955701828003,29.99995077980889,0.0018062673536908434,0
192.168.15.2,35.174.127.31,TLS,45844,443,6225,23,272.2075800895691,12.37307182225314,4.877563367332425,0
35.174.127.31,192.168.15.2,TLS,443,45844,6094,20,272.20763897895813,14.326717840997796,3.8430627306159315,0
192.168.15.2,35.174.127.31,TCP,45844,443,1320,20,272.2076449394226,14.326718154706453,3.832856193569293,0
192.168.15.19,224.0.0.251,MDNS,5353,5353,873,9,121.23442816734314,15.154303520917892,28.070124734134403,0
fe80::c52:2511:5f2:9fe5,ff02::fb,MDNS,5353,5353,1053,9,121.23443984985352,15.15430498123169,28.070127104028266,0
fe80::c52:2511:5f2:9fe5,ff02::16,ICMPV6,,,860,6,274.424800157547,54.8849600315094,43.217665605397094,0
140.82.112.21,192.168.15.2,TLS,443,56554,195,2,6.699562072753906e-05,6.699562072753906e-05,,0
192.168.15.2,140.82.112.21,TCP,56554,443,198,3,0.0049059391021728516,0.0024529695510864258,0.003395518703431667,0
140.82.112.21,192.168.15.2,TCP,443,56554,186,3,0.14362406730651855,0.07181203365325928,0.10147426976137486,0
192.168.15.2,140.82.112.21,TLS,56554,443,122,1,0.0,0.0,,0
fe80::860b:bbff:fefd:fad8,ff02::1:fff2:9fe5,ICMPV6,,,86,1,0.0,0.0,,0
fe80::860b:bbff:fefd:fad8,ff02::1:ff06:cc82,ICMPV6,,,86,1,0.0,0.0,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700:4400::6812:202f,TLS,48732,443,235,2,0.0001811981201171875,0.0001811981201171875,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2606:4700:4400::6812:202f,TCP,48732,443,172,2,0.02577495574951172,0.02577495574951172,,0
2606:4700:4400::6812:202f,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,48732,172,2,0.001051187515258789,0.001051187515258789,,0
35.174.127.31,192.168.15.2,TCP,443,45844,660,10,251.16103100776672,27.90678122308519,34.90962174451462,0
192.168.15.2,192.168.15.1,DNS,45718,53,196,2,5.9604644775390625e-06,5.9604644775390625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,45718,473,2,0.00020384788513183594,0.00020384788513183594,,0
192.168.15.2,140.82.114.21,TCP,44166,443,668,10,0.7419390678405762,0.08243767420450847,0.10964242796963788,0
140.82.114.21,192.168.15.2,TCP,443,44166,3130,7,0.7447419166564941,0.12412365277608235,0.1132162443372035,0
192.168.15.2,140.82.114.21,TLS,44166,443,2990,4,0.5949070453643799,0.1983023484547933,0.23032537702542819,0
140.82.114.21,192.168.15.2,TLS,443,44166,4238,7,0.44535398483276367,0.07422566413879395,0.1243526970335007,0
192.168.15.19,239.255.255.250,UDP,60484,1900,60,1,0.0,0.0,,0
192.168.15.19,239.255.255.250,UDP,53781,1900,60,1,0.0,0.0,,0
34.107.243.93,192.168.15.2,TLS,443,43750,524,2,127.13085317611694,127.13085317611694,,0
192.168.15.2,34.107.243.93,TLS,43750,443,364,2,126.91220688819885,126.91220688819885,,0
34.107.243.93,192.168.15.2,TCP,443,43750,132,2,126.911789894104,126.911789894104,,0
192.168.15.19,239.255.255.250,SSDP,52825,1900,501,3,0.2109520435333252,0.1054760217666626,0.0006802501349658297,0
192.168.15.2,192.168.15.1,DNS,47044,53,150,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,47044,194,2,0.0001690387725830078,0.0001690387725830078,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:808::2003,QUIC,40765,443,2486,8,0.18224811553955078,0.026035445077078685,0.026700442896063468,0
2800:3f0:4001:808::2003,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,40765,4615,9,0.11374592781066895,0.014218240976333618,0.015567989391025069,0
192.168.15.2,192.168.15.1,DNS,35794,53,166,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,35794,272,2,0.2083289623260498,0.2083289623260498,,0
192.168.15.2,34.36.152.253,TCP,49990,443,602,9,4.312553882598877,0.5390692353248596,1.384935389128479,0
34.36.152.253,192.168.15.2,TCP,443,49990,3204,6,4.289010047912598,0.8578020095825195,1.8743768874613604,0
192.168.15.2,34.36.152.253,TLS,49990,443,1276,2,0.04018902778625488,0.04018902778625488,,0
34.36.152.253,192.168.15.2,TLS,443,49990,2801,3,0.22502803802490234,0.11251401901245117,0.15896914603860202,0
fe80::3e7c:3fff:fe78:30a6,ff02::1:ff71:e846,ICMPV6,,,258,3,255.74404883384705,127.87202441692352,6.194295520250443,0
fe80::3e7c:3fff:fe78:30a6,ff02::1:ff78:30a6,ICMPV6,,,258,3,253.44396805763245,126.72198402881622,7.961998072832287,0
fe80::860b:bbff:fefd:fad8,2804:1b0:1900:9955:2347:6deb:7171:e846,ICMPV6,,,430,5,226.97084593772888,56.74271148443222,9.33412652411558,0
2804:1b0:1900:9955:2347:6deb:7171:e846,fe80::860b:bbff:fefd:fad8,ICMPV6,,,820,10,253.61573600769043,28.179526223076714,10.156060123025815,0
192.168.15.2,192.168.15.1,DNS,50853,53,158,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,50853,202,2,0.00024700164794921875,0.00024700164794921875,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4003:c01::54,QUIC,42168,443,5500,7,0.3396170139312744,0.0566028356552124,0.05747098635167268,0
2800:3f0:4003:c01::54,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,42168,4765,11,0.36196184158325195,0.03619618415832519,0.05509124672537561,0
fe80::3e7c:3fff:fe78:30a6,ff02::fb,ICMPV6,,,258,3,250.11199307441711,125.05599653720856,4.8875142747316165,0
192.168.15.3,224.0.0.252,LLMNR,59348,5355,74,1,0.0,0.0,,0
192.168.15.3,224.0.0.252,LLMNR,62186,5355,74,1,0.0,0.0,,0
fe80::860b:bbff:fefd:fad8,ff02::1:ff71:e846,ICMPV6,,,430,5,240.0824420452118,60.02061051130295,0.8868990851001255,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:801::200a,TLS,55500,443,4649,16,224.51658082008362,14.967772054672242,24.454448196694955,0
192.168.15.2,192.168.15.1,DNS,54468,53,168,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,54468,212,2,0.00016689300537109375,0.00016689300537109375,,0
2800:3f0:4001:801::200a,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,55500,1462,17,224.51976895332336,14.03248555958271,23.919880609404913,0
192.168.15.2,104.208.16.95,TCP,46494,443,330,5,94.20800495147705,23.552001237869263,25.689238144788174,0
192.168.15.2,192.168.15.1,DNS,45612,53,172,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.2,192.168.15.1,DNS,49592,53,150,2,2.86102294921875e-06,2.86102294921875e-06,,0
192.168.15.1,192.168.15.2,DNS,53,45612,216,2,0.0004229545593261719,0.0004229545593261719,,0
192.168.15.1,192.168.15.2,DNS,53,49592,194,2,0.00032806396484375,0.00032806396484375,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:841::200a,QUIC,39216,443,14512,26,25.41598105430603,1.0166392421722412,4.588852284471535,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2800:3f0:4001:803::200e,QUIC,48077,443,2037224,1581,98.87484908103943,0.06257901840572115,0.9715171956423202,0
2800:3f0:4001:841::200a,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,39216,32614,40,25.364856004714966,0.6503809231978196,3.676558862696286,0
2800:3f0:4001:803::200e,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,48077,57865,314,98.8061900138855,0.3156747284788674,2.1729154761837184,0
192.168.15.2,192.168.15.1,DNS,55139,53,184,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,55139,475,2,0.00019097328186035156,0.00019097328186035156,,0
192.168.15.3,224.0.0.252,LLMNR,52884,5355,264,2,0.42122602462768555,0.42122602462768555,,0
192.168.15.2,192.168.15.1,DNS,35069,53,158,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,35069,510,2,0.0073909759521484375,0.0073909759521484375,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2620:1ec:bdf::33,TCP,57296,443,2330,27,90.11899590492249,3.4661152271124034,12.231714523879502,0
2620:1ec:bdf::33,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,57296,54396,40,90.09762501716614,2.31019551326067,10.058709122673392,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2620:1ec:bdf::33,TLS,57296,443,3336,7,0.08213996887207031,0.013689994812011719,0.01500820224321866,0
2620:1ec:bdf::33,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,57296,15899,15,90.0726420879364,6.4337601491383145,24.042059536737746,0
192.168.15.3,224.0.0.252,LLMNR,53854,5355,264,2,0.4272620677947998,0.4272620677947998,,0
192.168.15.3,224.0.0.252,LLMNR,63855,5355,264,2,0.4108920097351074,0.4108920097351074,,0
192.168.15.3,224.0.0.252,LLMNR,52449,5355,264,2,0.42102503776550293,0.42102503776550293,,0
192.168.15.20,224.0.0.251,MDNS,5353,5353,2564,13,195.30778288841248,16.275648574034374,37.54201711001146,0
fe80::387c:205e:b372:ead8,ff02::fb,MDNS,5353,5353,4946,19,195.31067490577698,10.850593050320944,31.212956812407214,0
192.168.15.2,169.254.169.254,TCP,59414,80,148,2,1.0090930461883545,1.0090930461883545,,0
192.168.15.2,192.168.15.1,DNS,45329,53,152,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.2,192.168.15.1,DNS,43551,53,152,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,45329,292,2,0.003857135772705078,0.003857135772705078,,0
192.168.15.1,192.168.15.2,DNS,53,43551,292,2,0.0038650035858154297,0.0038650035858154297,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2a03:2880:f205:c5:face:b00c:0:167,TCP,49966,443,844,10,170.3484320640564,18.92760356267293,28.354315055080324,0
2a03:2880:f205:c5:face:b00c:0:167,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,49966,610,7,170.32913184165955,28.388188640276592,47.07601241458935,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2a03:2880:f205:c5:face:b00c:0:167,TLS,49966,443,3564,10,170.3095669746399,18.923285219404434,28.408370623278646,0
2a03:2880:f205:c5:face:b00c:0:167,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,49966,2490,8,170.30907011032104,24.329867158617294,30.329999637145644,0
192.168.15.2,192.168.15.1,DNS,32897,53,166,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,32897,272,2,0.0036449432373046875,0.0036449432373046875,,0
192.168.15.2,34.36.152.253,TCP,54916,443,602,9,4.288501977920532,0.5360627472400665,1.3861539566733343,0
34.36.152.253,192.168.15.2,TCP,443,54916,3204,6,4.263769865036011,0.8527539730072021,1.8737591197605794,0
192.168.15.2,34.36.152.253,TLS,54916,443,1276,2,0.027888059616088867,0.027888059616088867,,0
34.36.152.253,192.168.15.2,TLS,443,54916,2801,3,0.20170879364013672,0.10085439682006836,0.14243476878038425,0
192.168.15.2,169.254.169.254,TCP,59428,80,148,2,1.0175731182098389,1.0175731182098389,,0
192.168.15.2,169.254.169.254,TCP,59438,80,148,2,1.0157370567321777,1.0157370567321777,,0
192.168.15.2,192.168.15.1,DNS,34204,53,202,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,34204,508,2,0.003362894058227539,0.003362894058227539,,0
192.168.15.2,20.189.172.32,TCP,40004,443,404,6,0.791780948638916,0.1583561897277832,0.08851292131404363,0
20.189.172.32,192.168.15.2,TCP,443,40004,3152,4,0.7928979396820068,0.26429931322733563,0.2288807570271014,0
192.168.15.2,20.189.172.32,TLS,40004,443,2057,4,0.5980699062347412,0.1993566354115804,0.00463625760377471,0
192.168.15.2,192.168.15.1,DNS,40392,53,166,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,40392,182,2,0.000202178955078125,0.000202178955078125,,0
192.168.15.2,192.168.15.1,DNS,46915,53,166,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,46915,182,2,0.0002319812774658203,0.0002319812774658203,,0
192.168.15.2,192.168.15.1,DNS,57594,53,166,2,3.0994415283203125e-06,3.0994415283203125e-06,,0
192.168.15.2,34.36.152.253,TCP,54922,443,602,9,4.26239800453186,0.5327997505664825,1.3882775660580078,0
192.168.15.2,34.36.152.253,TCP,54928,443,602,9,4.295641899108887,0.5369552373886108,1.3867404599390531,0
192.168.15.1,192.168.15.2,DNS,53,57594,182,2,0.00025916099548339844,0.00025916099548339844,,0
192.168.15.2,34.36.152.253,TCP,54932,443,2068,10,4.260562896728516,0.4733958774142795,1.310669982488295,0
34.36.152.253,192.168.15.2,TCP,443,54922,3204,6,4.244390964508057,0.8488781929016114,1.8584978937620873,0
34.36.152.253,192.168.15.2,TCP,443,54932,3270,7,4.244436025619507,0.7074060042699178,1.6982407377702033,0
34.36.152.253,192.168.15.2,TCP,443,54928,3204,6,4.271605968475342,0.8543211936950683,1.8644002485473563,0
192.168.15.2,34.36.152.253,TLS,54922,443,1667,2,0.02535390853881836,0.02535390853881836,,0
192.168.15.2,34.36.152.253,TLS,54932,443,3017,3,0.026041030883789062,0.013020515441894531,0.018408057555618078,0
192.168.15.2,34.36.152.253,TLS,54928,443,1334,2,0.03497004508972168,0.03497004508972168,,0
34.36.152.253,192.168.15.2,TLS,443,54922,2695,3,0.17475199699401855,0.08737599849700928,0.12341558192135821,0
34.36.152.253,192.168.15.2,TLS,443,54932,2695,3,0.17167091369628906,0.08583545684814453,0.12124131030037821,0
34.36.152.253,192.168.15.2,TLS,443,54928,2695,3,0.19769501686096191,0.09884750843048096,0.13959929739996535,0
20.189.172.32,192.168.15.2,TLS,443,40004,2503,6,0.39845800399780273,0.07969160079956054,0.10872499357241594,0
192.168.15.2,192.168.15.1,DNS,36643,53,194,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.1,192.168.15.2,DNS,53,36643,362,2,0.0003790855407714844,0.0003790855407714844,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:1901:0:c47c::,QUIC,39385,443,2425,8,0.06664299964904785,0.00952042852129255,0.009522797980405555,0
2600:1901:0:c47c::,2804:1b0:1900:9955:2347:6deb:7171:e846,QUIC,443,39385,6099,7,0.07380819320678711,0.012301365534464518,0.01896330432568823,0
192.168.15.2,192.168.15.1,DNS,51840,53,158,2,5.9604644775390625e-06,5.9604644775390625e-06,,0
192.168.15.2,192.168.15.1,DNS,58981,53,158,2,2.86102294921875e-06,2.86102294921875e-06,,0
192.168.15.2,192.168.15.1,DNS,38122,53,154,2,5.0067901611328125e-06,5.0067901611328125e-06,,0
192.168.15.2,192.168.15.1,DNS,44491,53,320,4,5.705250024795532,1.9017500082651775,3.293919791501485,0
192.168.15.2,192.168.15.1,DNS,33099,53,156,2,2.86102294921875e-06,2.86102294921875e-06,,0
192.168.15.2,192.168.15.1,DNS,34526,53,140,2,9.5367431640625e-07,9.5367431640625e-07,,0
192.168.15.2,192.168.15.1,DNS,45100,53,142,2,2.1457672119140625e-06,2.1457672119140625e-06,,0
192.168.15.2,192.168.15.1,DNS,57835,53,152,2,1.9073486328125e-06,1.9073486328125e-06,,0
192.168.15.2,192.168.15.1,DNS,48378,53,148,2,2.1457672119140625e-06,2.1457672119140625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,51840,202,2,0.0005910396575927734,0.0005910396575927734,,0
192.168.15.1,192.168.15.2,DNS,53,58981,202,2,0.0005428791046142578,0.0005428791046142578,,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:1901:0:3296::,TCP,47010,443,696,8,170.43703985214233,24.348148550306046,30.36384080291625,0
192.168.15.1,192.168.15.2,DNS,53,38122,550,2,0.00023102760314941406,0.00023102760314941406,,0
192.168.15.1,192.168.15.2,DNS,53,44491,523,4,5.702699899673462,1.9008999665578206,3.29220238845912,0
192.168.15.1,192.168.15.2,DNS,53,34526,240,2,0.0001201629638671875,0.0001201629638671875,,0
192.168.15.1,192.168.15.2,DNS,53,45100,230,2,0.0002617835998535156,0.0002617835998535156,,0
192.168.15.1,192.168.15.2,DNS,53,57835,270,2,0.00014901161193847656,0.00014901161193847656,,0
192.168.15.1,192.168.15.2,DNS,53,48378,292,2,0.0001971721649169922,0.0001971721649169922,,0
2600:1901:0:3296::,2804:1b0:1900:9955:2347:6deb:7171:e846,TCP,443,47010,868,10,170.41455388069153,18.934950431187946,38.78185473200332,0
2804:1b0:1900:9955:2347:6deb:7171:e846,2600:1901:0:3296::,TLS,47010,443,2950,10,170.39035177230835,18.93226130803426,26.904457059051342,0
192.168.15.1,192.168.15.2,DNS,53,33099,388,2,0.004040956497192383,0.004040956497192383,,0
2600:1901:0:3296::,2804:1b0:1900:9955:2347:6deb:7171:e846,TLS,443,47010,1369,5,116.75163793563843,29.187909483909607,33.68862105607004,0
192.168.15.2,192.168.15.1,DNS,60651,53,202,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,60651,560,2,0.000247955322265625,0.000247955322265625,,0
192.168.15.2,192.168.15.1,DNS,60249,53,202,2,2.1457672119140625e-06,2.1457672119140625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,60249,560,2,0.00019311904907226562,0.00019311904907226562,,0
192.168.15.2,20.189.172.32,TCP,40018,443,404,6,0.8005919456481934,0.16011838912963866,0.08961240188477766,0
192.168.15.2,20.189.172.32,TCP,40020,443,404,6,0.7991969585418701,0.15983939170837402,0.08946156475417018,0
20.189.172.32,192.168.15.2,TCP,443,40020,3152,4,0.7981200218200684,0.26604000727335614,0.2303861130575625,0
20.189.172.32,192.168.15.2,TCP,443,40018,3152,4,0.7981100082397461,0.2660366694132487,0.23039680354579278,0
192.168.15.2,20.189.172.32,TLS,40020,443,2068,4,0.6011838912963867,0.2003946304321289,0.005709389577509824,0
192.168.15.2,20.189.172.32,TLS,40018,443,2067,4,0.6022930145263672,0.20076433817545572,0.0034410108014382244,0
192.168.15.2,192.168.15.1,DNS,33205,53,186,2,4.0531158447265625e-06,4.0531158447265625e-06,,0
192.168.15.2,192.168.15.1,DNS,41283,53,148,2,3.814697265625e-06,3.814697265625e-06,,0
192.168.15.1,192.168.15.2,DNS,53,41283,234,2,0.00020694732666015625,0.00020694732666015625,,0
