loss,mae,val_loss,val_mae,learning_rate
1.014840841293335,0.8482071757316589,0.9539506435394287,0.8356127738952637,0.0010000000474974513
0.920002281665802,0.8025116920471191,0.8365402221679688,0.7711507678031921,0.0010000000474974513
0.8483742475509644,0.7607696056365967,0.8049967885017395,0.7549911141395569,0.0010000000474974513
0.8138543963432312,0.745002031326294,0.7695893049240112,0.7354453206062317,0.0010000000474974513
0.7743627429008484,0.7236730456352234,0.7489528059959412,0.7273527979850769,0.0010000000474974513
0.7512570023536682,0.712763786315918,0.6902831196784973,0.6877859830856323,0.0010000000474974513
0.719966471195221,0.6958968639373779,0.6811618208885193,0.6882831454277039,0.0010000000474974513
0.7139824628829956,0.6948379874229431,0.6598380208015442,0.6771499514579773,0.0010000000474974513
0.6876598596572876,0.6815986037254333,0.6493653059005737,0.678407609462738,0.0010000000474974513
0.6758242845535278,0.6749345660209656,0.640799343585968,0.6782795786857605,0.0010000000474974513
0.6494138240814209,0.661937415599823,0.6117347478866577,0.6658294796943665,0.0010000000474974513
0.6292564868927002,0.6511201858520508,0.605160117149353,0.664059579372406,0.0010000000474974513
0.5981764793395996,0.6321391463279724,0.5928401350975037,0.6619352102279663,0.0010000000474974513
0.5901240706443787,0.6298926472663879,0.5430535674095154,0.6287948489189148,0.0010000000474974513
0.579229474067688,0.6222061514854431,0.5628955364227295,0.6459067463874817,0.0010000000474974513
0.5635672807693481,0.6115798354148865,0.5445789694786072,0.6352466940879822,0.0010000000474974513
0.5492802858352661,0.6035683155059814,0.5354394316673279,0.6287043690681458,0.0010000000474974513
0.538811206817627,0.5976556539535522,0.5111126899719238,0.6141402125358582,0.0010000000474974513
0.5361040234565735,0.5941212177276611,0.5138466358184814,0.6175863742828369,0.0010000000474974513
0.5296050906181335,0.5898206830024719,0.49103111028671265,0.6027575731277466,0.0010000000474974513
0.5092545747756958,0.5789485573768616,0.5031476020812988,0.6124001145362854,0.0010000000474974513
0.5095974802970886,0.5748667120933533,0.5136945843696594,0.6205787658691406,0.0010000000474974513
0.5001909732818604,0.5690057277679443,0.4929141104221344,0.6068752408027649,0.0010000000474974513
0.5049719214439392,0.5725702047348022,0.4732263386249542,0.5918318033218384,0.0010000000474974513
0.5068763494491577,0.5735211968421936,0.5022165179252625,0.6139214634895325,0.0010000000474974513
0.49143505096435547,0.5606570243835449,0.49531248211860657,0.6098048686981201,0.0010000000474974513
0.49560222029685974,0.5639190673828125,0.510329008102417,0.6202124357223511,0.0010000000474974513
0.49656033515930176,0.5641712546348572,0.4846995770931244,0.6028171181678772,0.0010000000474974513
0.4805334210395813,0.5554757118225098,0.5158981680870056,0.6249927878379822,0.0010000000474974513
0.49503961205482483,0.5651373267173767,0.4886758327484131,0.6054208278656006,0.0010000000474974513
0.4703347980976105,0.5450539588928223,0.47804534435272217,0.5986417531967163,0.0010000000474974513
0.48749804496765137,0.5566442608833313,0.5311927199363708,0.6339200735092163,0.0010000000474974513
0.46606728434562683,0.5406900644302368,0.5335176587104797,0.6347771286964417,0.0010000000474974513
0.4725174009799957,0.5476614236831665,0.5031101107597351,0.6159923076629639,0.0010000000474974513
0.47323089838027954,0.5495510101318359,0.517994225025177,0.6253175735473633,0.0005000000237487257
0.484510600566864,0.5522828698158264,0.5046799182891846,0.6175562143325806,0.0005000000237487257
0.4742061197757721,0.5501362681388855,0.4892119765281677,0.6081027388572693,0.0005000000237487257
0.46307653188705444,0.5429468154907227,0.4877895712852478,0.6066219210624695,0.0005000000237487257
0.4630603790283203,0.5431943535804749,0.49891313910484314,0.6141673922538757,0.0005000000237487257
0.4674491584300995,0.5421199202537537,0.4988512098789215,0.6141073703765869,0.0005000000237487257
0.46699032187461853,0.5410473942756653,0.49006208777427673,0.6083663105964661,0.0005000000237487257
0.45927685499191284,0.5415651798248291,0.484029084444046,0.6044917702674866,0.0005000000237487257
0.471633642911911,0.5424114465713501,0.48442620038986206,0.6043744087219238,0.0005000000237487257
0.4507344663143158,0.5339508056640625,0.4945124089717865,0.6113786697387695,0.0005000000237487257
